n,id,2020-05-23,2020-05-24
4,3329,Bodhi Kosher Vegetarian Restaurant,NA
4,3332,Dim Sum Go Go,NA
4,3341,The Fat Radish,NA
4,3342,Nha Trang Centre,NA
4,3354,Pulqueria,NA
4,3355,Hop Shing,NA
4,3360,Asian Spicy Curry (pop-up),NA
4,3361,Luna Pizza,NA
4,3362,Temple Court,NA
4,3363,Da Claudio,NA
4,3365,Shanghai 21,NA
4,3366,Gran Morsi,NA
4,3369,Augustine,NA
4,3372,Lalito,NA
4,3373,Bodhi Kosher Vegetarian Restaurant,NA
4,3378,Asian Spicy Curry (pop-up),NA
4,3381,Poke' Bar,NA
4,3384,Pisillo Italian Panini,NA
4,3385,The Wooly Public,NA
4,3388,Ping,NA
4,3390,Pulqueria,NA
4,3391,Benares,NA
4,3394,T-Swirl Crepe,NA
4,3397,Famous Calabria Pizza,NA
4,3399,Nha Trang One,NA
4,3403,Nha Trang Centre,NA
4,3409,Nom Wah Tea Parlor,NA
4,3410,Thái Sơn,NA
4,3411,atera,NA
4,3413,Peking Duck House,NA
4,3417,1803 NYC,NA
4,3420,Hop Shing,NA
4,3422,Les Enfants de Bohème,NA
4,3423,Petisco Vegano,NA
4,3442,Famous Calabria Pizza,NA
4,3449,Kiki's,NA
4,3450,Jajaja Plantas Mexicana,NA
4,3460,Luna Pizza,NA
4,3461,Checkers,NA
4,3463,Cowgirl SeaHorse,NA
4,3465,T-Swirl Crepe,NA
4,3469,Hwa Yuan Szechuan 華園,NA
4,3477,Dim Sum Go Go,NA
4,3504,Mighty Quinn's Barbeque,NA
4,3517,The Palm - Tribeca,NA
4,3519,Morton's The Steakhouse,NA
4,3526,Bill's Bar & Burger,NA
4,3528,O'Hara's,NA
4,3529,Schilling,NA
4,3530,George's,NA
4,3533,Sauce & Barrel,NA
4,3535,Osteria della Pace,NA
4,3538,Trinity Place,NA
4,3539,The Grotto Pizzeria,NA
4,3541,Augustine,NA
4,3545,Trinity Place,NA
4,3546,Pisillo Italian Panini,NA
4,3548,Temple Court,NA
4,3551,O'Hara's,NA
4,3556,Da Claudio,NA
4,3558,Cowgirl SeaHorse,NA
4,3559,Schilling,NA
4,3565,George's,NA
4,3574,The Wooly Public,NA
4,3579,Sauce & Barrel,NA
4,3581,Morton's The Steakhouse,NA
4,3585,Osteria della Pace,NA
4,3586,The Grotto Pizzeria,NA
4,3598,Bill's Bar & Burger,NA
5,304,NA,RedFarm
5,987,NA,RedFarm
5,1128,NA,Two Hands
5,1404,NA,Two Hands
5,1453,NA,Two Hands
5,2104,RedFarm,NA
5,2785,RedFarm,NA
5,2880,RedFarm,NA
5,3204,Two Hands,NA
5,3253,Two Hands,NA
6,159,NA,Maxwell's
6,215,NA,sweetgreen
6,269,NA,Maxwell's
6,351,NA,Tarallucci e Vino
6,367,NA,Flex Mussels
6,378,NA,Boqueria
6,385,NA,Quality Eats
6,399,NA,Sant Ambroeus
6,403,NA,The Meatball Shop
6,412,NA,Tony's Di Napoli
6,445,NA,The Meatball Shop
6,494,NA,Tony's Di Napoli
6,547,NA,Tony's Di Napoli
6,712,NA,The Meatball Shop
6,747,NA,Boqueria
6,753,NA,Tacombi
6,771,NA,Blue Smoke
6,831,NA,Blue Smoke
6,943,NA,Tarallucci e Vino
6,970,NA,Quality Eats
6,996,NA,Flex Mussels
6,1035,NA,Flex Mussels
6,1048,NA,Quality Eats
6,1102,NA,sweetgreen
6,1121,NA,Le Pain Quotidien
6,1131,NA,Tacombi
6,1178,NA,Tarallucci e Vino
6,1210,NA,Boqueria
6,1259,NA,Sant Ambroeus
6,1276,NA,Tacombi
6,1307,NA,Sant Ambroeus
6,1313,NA,sweetgreen
6,1347,NA,Mission Chinese Food
6,1365,NA,Kopitiam
6,1406,NA,Forlini's
6,1503,NA,Wo Hop
6,1508,NA,Chinese Tuxedo
6,1510,NA,The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提
6,1523,NA,Forlini's
6,1535,NA,Kopitiam
6,1536,NA,Hop Lee
6,1547,NA,Mission Chinese Food
6,1568,NA,Chinese Tuxedo
6,1569,NA,Maxwell's
6,1574,NA,Wo Hop
6,1586,NA,The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提
6,1589,NA,Forlini's
6,1594,NA,Hop Lee
6,1625,NA,Kopitiam
6,1631,NA,Mission Chinese Food
6,1656,NA,Wo Hop
6,1672,NA,Chinese Tuxedo
6,1677,NA,The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提
6,1678,NA,Hop Lee
6,1689,NA,Blue Smoke
6,1695,NA,Le Pain Quotidien
6,1701,NA,Le Pain Quotidien
6,1959,Maxwell's,NA
6,2015,sweetgreen,NA
6,2067,Maxwell's,NA
6,2151,Tarallucci e Vino,NA
6,2168,Flex Mussels,NA
6,2178,Boqueria,NA
6,2190,Quality Eats,NA
6,2200,Sant Ambroeus,NA
6,2204,The Meatball Shop,NA
6,2211,Tony's Di Napoli,NA
6,2245,The Meatball Shop,NA
6,2294,Tony's Di Napoli,NA
6,2346,Tony's Di Napoli,NA
6,2512,The Meatball Shop,NA
6,2547,Boqueria,NA
6,2553,Tacombi,NA
6,2571,Blue Smoke,NA
6,2631,Blue Smoke,NA
6,2743,Tarallucci e Vino,NA
6,2769,Quality Eats,NA
6,2796,Flex Mussels,NA
6,2835,Flex Mussels,NA
6,2847,Quality Eats,NA
6,2902,sweetgreen,NA
6,2920,Le Pain Quotidien,NA
6,2928,Tacombi,NA
6,2979,Tarallucci e Vino,NA
6,3010,Boqueria,NA
6,3059,Sant Ambroeus,NA
6,3075,Tacombi,NA
6,3107,Sant Ambroeus,NA
6,3114,sweetgreen,NA
6,3149,Mission Chinese Food,NA
6,3166,Kopitiam,NA
6,3206,Forlini's,NA
6,3303,Wo Hop,NA
6,3308,Chinese Tuxedo,NA
6,3310,The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提,NA
6,3323,Forlini's,NA
6,3336,Kopitiam,NA
6,3337,Hop Lee,NA
6,3348,Mission Chinese Food,NA
6,3368,Chinese Tuxedo,NA
6,3370,Maxwell's,NA
6,3375,Wo Hop,NA
6,3386,The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提,NA
6,3389,Forlini's,NA
6,3393,Hop Lee,NA
6,3425,Kopitiam,NA
6,3429,Mission Chinese Food,NA
6,3456,Wo Hop,NA
6,3470,Chinese Tuxedo,NA
6,3474,The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提,NA
6,3475,Hop Lee,NA
6,3489,Blue Smoke,NA
6,3495,Le Pain Quotidien,NA
6,3501,Le Pain Quotidien,NA
8,198,NA,Dig
8,319,NA,Parm
8,561,NA,Beyond Sushi
8,702,NA,Beyond Sushi
8,772,NA,CAVA
8,775,NA,CAVA
8,776,NA,Dig
8,859,NA,Beyond Sushi
8,890,NA,CAVA
8,1122,NA,Dig
8,1262,NA,Parm
8,1285,NA,CAVA
8,1290,NA,Beyond Sushi
8,1434,NA,Parm
8,1694,NA,Parm
8,1708,NA,Dig
8,1998,Dig,NA
8,2119,Parm,NA
8,2360,Beyond Sushi,NA
8,2503,Beyond Sushi,NA
8,2572,CAVA,NA
8,2575,Dig,NA
8,2576,CAVA,NA
8,2659,Beyond Sushi,NA
8,2690,CAVA,NA
8,2921,Dig,NA
8,3063,Parm,NA
8,3085,CAVA,NA
8,3090,Beyond Sushi,NA
8,3233,Parm,NA
8,3494,Parm,NA
8,3508,Dig,NA
10,212,NA,Shake Shack
10,349,NA,Shake Shack
10,761,NA,Shake Shack
10,1573,NA,Shake Shack
10,1697,NA,Shake Shack
10,2011,Shake Shack,NA
10,2149,Shake Shack,NA
10,2562,Shake Shack,NA
10,3374,Shake Shack,NA
10,3497,Shake Shack,NA
12,221,NA,Chipotle Mexican Grill
12,828,NA,Chipotle Mexican Grill
12,910,NA,Chipotle Mexican Grill
12,1139,NA,Chipotle Mexican Grill
12,1601,NA,Chipotle Mexican Grill
12,1705,NA,Chipotle Mexican Grill
12,2021,Chipotle Mexican Grill,NA
12,2628,Chipotle Mexican Grill,NA
12,2710,Chipotle Mexican Grill,NA
12,2937,Chipotle Mexican Grill,NA
12,3400,Chipotle Mexican Grill,NA
12,3505,Chipotle Mexican Grill,NA
